,DSFA,DWM,AWE,Batch_I,ARF,AEE,LeverBagg,OzaBagg,SRP,oBoost
0,0.40656518936157227,0.40099644660949707,0.24164557456970215,0.005999326705932617,5.439820051193237,0.7243590354919434,11.428882598876953,4.152352809906006,1.7758369445800781,53.01710343360901
1,0.22354459762573242,0.9498827457427979,0.6345334053039551,0.007729053497314453,5.247267246246338,1.0661861896514893,13.282882452011108,9.715466260910034,5.546884775161743,52.99793291091919
2,0.21845126152038574,1.191669225692749,1.2935419082641602,0.007999897003173828,6.720522403717041,1.2298080921173096,14.598280191421509,12.111154556274414,6.3148863315582275,54.773985624313354
3,0.2480466365814209,1.1810431480407715,1.7441954612731934,0.008001089096069336,7.4264817237854,1.3711636066436768,16.50503659248352,14.31935715675354,7.970838308334351,55.4967155456543
4,0.2880563735961914,1.1506850719451904,2.141078472137451,0.008999824523925781,6.340351581573486,1.212951898574829,14.634840488433838,12.921186447143555,7.1446404457092285,58.093918323516846
5,0.2780478000640869,1.1557893753051758,2.4990739822387695,0.00899958610534668,6.3902997970581055,1.2142481803894043,14.308053970336914,13.016441583633423,6.929413557052612,54.12212872505188
6,0.25658345222473145,1.0155248641967773,2.3319406509399414,0.009999990463256836,5.752033948898315,1.0471727848052979,13.194509506225586,11.735117673873901,6.388358116149902,136.7724254131317
7,1.068577766418457,4.6392035484313965,11.56783676147461,0.03399991989135742,28.294575929641724,4.971192836761475,56.41219210624695,55.18795371055603,30.993313789367676,225.96114873886108
8,1.1787607669830322,4.1524646282196045,13.641008853912354,0.06308817863464355,30.65497922897339,4.978879451751709,58.286919832229614,53.04215145111084,28.25439476966858,226.93824362754822
9,1.4425511360168457,4.590289831161499,13.716341733932495,0.057012081146240234,29.397034406661987,4.500664472579956,58.77691388130188,53.31933259963989,27.58948588371277,221.42091608047485
10,1.331669807434082,4.549234390258789,10.893215417861938,0.07670283317565918,30.455482244491577,4.866645336151123,56.82719707489014,52.30377960205078,29.416605710983276,218.58744978904724
11,1.1115636825561523,4.576127290725708,14.231868267059326,0.04671287536621094,30.139657497406006,4.757089376449585,60.07185077667236,51.464905738830566,29.06828546524048,219.71558237075806
12,0.9945430755615234,4.6443281173706055,14.38655686378479,0.05271768569946289,30.616776704788208,4.922253608703613,56.46130299568176,49.532076597213745,28.21840810775757,222.39757108688354
13,1.2999064922332764,4.726532459259033,14.534170866012573,0.06309771537780762,30.71252679824829,4.947073221206665,56.068360328674316,50.965219497680664,28.86045217514038,217.09786581993103
14,1.1436235904693604,4.534353733062744,14.638073682785034,0.08801746368408203,32.6809937953949,4.7563042640686035,56.95983695983887,50.131664991378784,27.810604333877563,214.41758728027344
15,1.0985617637634277,4.602346181869507,14.744732141494751,0.10069775581359863,33.89799618721008,4.668719053268433,57.17405819892883,54.90092396736145,27.175046920776367,224.5965337753296
16,1.4195301532745361,5.879941701889038,19.486048936843872,0.11658191680908203,41.662113904953,5.71175479888916,78.36538410186768,71.4235200881958,30.20335602760315,214.95569968223572
17,1.099402904510498,4.3812010288238525,14.331927299499512,0.10053539276123047,35.014058351516724,4.666290998458862,58.92678117752075,50.966596841812134,27.747857332229614,217.06506395339966
18,1.1764516830444336,4.360622882843018,14.496741533279419,0.08969569206237793,34.21686506271362,4.526346445083618,55.46155405044556,50.13089418411255,28.337126970291138,216.49889016151428
19,1.17329740524292,4.800029039382935,14.661993026733398,0.13288331031799316,34.927067041397095,4.734302282333374,60.82697367668152,50.79392433166504,28.907537937164307,215.3239130973816
20,1.3278779983520508,4.6452765464782715,14.747249126434326,0.09371113777160645,36.72295117378235,4.720570802688599,55.06523323059082,49.444018840789795,28.49589252471924,214.85040640830994
21,1.2304210662841797,4.422363758087158,10.956701755523682,0.10779261589050293,38.74627947807312,4.818709850311279,57.810508251190186,50.45017957687378,27.994235038757324,211.99893832206726
22,1.1775016784667969,4.3453898429870605,14.63098692893982,0.07652425765991211,36.42499399185181,4.944572448730469,56.865350008010864,56.13057065010071,29.550198078155518,214.14695191383362
23,1.2905387878417969,5.198121547698975,16.770859241485596,0.11862874031066895,39.081175804138184,4.866513013839722,55.8800413608551,54.39515709877014,33.160521268844604,218.30917930603027
24,1.2370028495788574,4.637970685958862,14.546207666397095,0.12561774253845215,36.8442759513855,4.733729124069214,57.11553621292114,51.20721507072449,29.41351342201233,216.81855630874634
25,1.1737515926361084,4.671931982040405,14.48658037185669,0.1015472412109375,34.12570023536682,4.7862067222595215,55.223325967788696,48.9279510974884,29.315203189849854,215.4501748085022
26,1.1831185817718506,4.632172107696533,14.688207387924194,0.13756108283996582,35.43045520782471,4.841027021408081,56.88958120346069,51.33375930786133,27.840300798416138,210.5426163673401
27,1.0939955711364746,4.48677396774292,13.926258325576782,0.13353490829467773,31.34945321083069,4.668676376342773,57.14299416542053,51.59286975860596,29.547731637954712,215.3710868358612
28,1.17124605178833,4.3667802810668945,13.856335878372192,0.12180876731872559,31.078103065490723,4.744955539703369,55.30542755126953,51.138325452804565,28.657156229019165,223.83457803726196
29,1.1980640888214111,4.360637187957764,13.961530447006226,0.12779545783996582,29.89264678955078,4.644750118255615,54.57798194885254,47.90493297576904,27.686967849731445,211.81929779052734
30,0.9919133186340332,4.684889793395996,14.19262146949768,0.1205451488494873,28.87986445426941,4.5896830558776855,56.01354503631592,49.52641940116882,27.35074496269226,215.31350874900818
31,0.8721871376037598,4.519463777542114,10.733216285705566,0.15744876861572266,30.77096939086914,4.613765001296997,56.37746572494507,49.82283616065979,28.48885750770569,212.63426542282104
