,DSFA,hat,awe,dwm,arf,aee,batch_incre
0,0.014949798583984375,0.008718252182006836,0.0009965896606445312,0.005980253219604492,0.34854650497436523,0.029904603958129883,0.0
1,0.02193760871887207,0.014956235885620117,0.01893448829650879,0.018933534622192383,0.3994934558868408,0.04510235786437988,0.000993967056274414
2,0.020567893981933594,0.018669605255126953,0.00298309326171875,0.026922225952148438,0.39260029792785645,0.044866085052490234,0.0
3,0.022009849548339844,0.014945507049560547,0.02839946746826172,0.03219151496887207,0.40702080726623535,0.04415011405944824,0.0009984970092773438
4,0.018941879272460938,0.0159456729888916,0.005980968475341797,0.03388833999633789,0.4425225257873535,0.04584026336669922,0.0009965896606445312
5,0.022935867309570312,0.012955188751220703,0.036871910095214844,0.03986525535583496,0.4158966541290283,0.048656463623046875,0.0
6,0.019852876663208008,0.01396036148071289,0.008970260620117188,0.043257951736450195,0.41022157669067383,0.043935537338256836,0.0010008811950683594
7,0.02184319496154785,0.01195979118347168,0.04584670066833496,0.0408635139465332,0.40351057052612305,0.0438535213470459,0.0009970664978027344
8,0.014950275421142578,0.012956619262695312,0.010963201522827148,0.03986644744873047,0.44740915298461914,0.0438535213470459,0.0009970664978027344
9,0.0189363956451416,0.01096343994140625,0.053819894790649414,0.042856454849243164,0.4337038993835449,0.042856454849243164,0.0009968280792236328
10,0.018936634063720703,0.014950037002563477,0.014949798583984375,0.03986692428588867,0.4514946937561035,0.044851064682006836,0.001001596450805664
11,0.016945362091064453,0.017940044403076172,0.06992888450622559,0.04392647743225098,0.46431684494018555,0.045845746994018555,0.0009968280792236328
12,0.017023801803588867,0.009962320327758789,0.017943620681762695,0.041970014572143555,0.43230342864990234,0.04399371147155762,0.0009968280792236328
13,0.0219268798828125,0.012956619262695312,0.07275652885437012,0.040863037109375,0.45146727561950684,0.04485011100769043,0.0009970664978027344
14,0.01963019371032715,0.012956619262695312,0.021926403045654297,0.0438532829284668,0.4648735523223877,0.044847965240478516,0.0010004043579101562
15,0.022919893264770508,0.016944169998168945,0.08471894264221191,0.043859243392944336,0.48345494270324707,0.04643654823303223,0.0009975433349609375
16,0.01993274688720703,0.017940044403076172,0.024776697158813477,0.04099535942077637,0.4754929542541504,0.042853355407714844,0.001992464065551758
17,0.0221707820892334,0.018856525421142578,0.09292912483215332,0.0438532829284668,0.494981050491333,0.04484963417053223,0.0009968280792236328
18,0.019933462142944336,0.015946388244628906,0.026910066604614258,0.042856693267822266,0.45607662200927734,0.04645943641662598,0.0009968280792236328
19,0.021929025650024414,0.0189361572265625,0.10547995567321777,0.0438532829284668,0.4925651550292969,0.04484987258911133,0.000997304916381836
20,0.019933223724365234,0.017940044403076172,0.02890324592590332,0.041860103607177734,0.488187313079834,0.04290628433227539,0.0019867420196533203
21,0.021844148635864258,0.019018888473510742,0.11261749267578125,0.04185819625854492,0.47481799125671387,0.04584646224975586,0.000997781753540039
22,0.020653724670410156,0.015946388244628906,0.030896663665771484,0.0431210994720459,0.4753885269165039,0.04484987258911133,0.001993894577026367
23,0.0219266414642334,0.019249439239501953,0.11959958076477051,0.04512143135070801,0.45492053031921387,0.04513239860534668,0.0019936561584472656
24,0.019933462142944336,0.015946388244628906,0.029900074005126953,0.0438532829284668,0.5077602863311768,0.044983863830566406,0.0019936561584472656
25,0.02292323112487793,0.020109176635742188,0.12865066528320312,0.04584097862243652,0.4998166561126709,0.046062469482421875,0.0019941329956054688
26,0.018936634063720703,0.01694321632385254,0.030156850814819336,0.04087710380554199,0.4975006580352783,0.04418754577636719,0.0019941329956054688
27,0.02292323112487793,0.0219266414642334,0.13440418243408203,0.041963815689086914,0.5131688117980957,0.04684782028198242,0.001987934112548828
28,0.02085280418395996,0.023006439208984375,0.03189396858215332,0.04616403579711914,0.5139105319976807,0.04671621322631836,0.0019941329956054688
29,0.021926403045654297,0.019933462142944336,0.13675832748413086,0.0438532829284668,0.5323317050933838,0.04584693908691406,0.0009970664978027344
30,0.019933462142944336,0.0219266414642334,0.030896663665771484,0.04185986518859863,0.5444900989532471,0.04684305191040039,0.000997304916381836
31,0.02292346954345703,0.021926403045654297,0.15227985382080078,0.04584646224975586,0.5287952423095703,0.045844316482543945,0.001998424530029297
32,0.019925832748413086,0.01694345474243164,0.03025650978088379,0.04285740852355957,0.5646882057189941,0.046050071716308594,0.000997304916381836
33,0.016895771026611328,0.019942283630371094,0.15155935287475586,0.044854164123535156,0.5521564483642578,0.044851064682006836,0.0019919872283935547
34,0.01589369773864746,0.018948078155517578,0.03169512748718262,0.04391670227050781,0.5545494556427002,0.0438385009765625,0.001005411148071289
35,0.016951322555541992,0.020932674407958984,0.15347933769226074,0.041857004165649414,0.562274694442749,0.04683995246887207,0.0019974708557128906
36,0.017942428588867188,0.016942739486694336,0.030901193618774414,0.042851924896240234,0.582700252532959,0.0461885929107666,0.0019829273223876953
37,0.018938541412353516,0.017943859100341797,0.16832995414733887,0.044855356216430664,0.5335862636566162,0.04582381248474121,0.001993417739868164
38,0.01793384552001953,0.020923852920532227,0.029900789260864258,0.04186058044433594,0.5574662685394287,0.04384136199951172,0.0020051002502441406
39,0.013957500457763672,0.015943288803100586,0.16532349586486816,0.04294943809509277,0.5400335788726807,0.043288469314575195,0.001999378204345703
40,0.013963937759399414,0.016936540603637695,0.028898954391479492,0.04087066650390625,0.5761809349060059,0.04685044288635254,0.0019941329956054688
41,0.01495051383972168,0.02092456817626953,0.17043113708496094,0.04484152793884277,0.613499641418457,0.04504036903381348,0.0019931793212890625
42,0.01694655418395996,0.016861438751220703,0.029900074005126953,0.043853044509887695,0.5795843601226807,0.046465158462524414,0.0030226707458496094
43,0.015029430389404297,0.018865346908569336,0.18564915657043457,0.0438532829284668,0.5531494617462158,0.04518413543701172,0.0019936561584472656
44,0.014949798583984375,0.019933462142944336,0.030896425247192383,0.0420534610748291,0.5878095626831055,0.04584646224975586,0.001993417739868164
45,0.017940044403076172,0.017940044403076172,0.19335293769836426,0.042856693267822266,0.5818569660186768,0.04684329032897949,0.001993894577026367
46,0.016178607940673828,0.020929336547851562,0.0313563346862793,0.0438542366027832,0.5312583446502686,0.04584646224975586,0.001993417739868164
47,0.016947269439697266,0.01495051383972168,0.1988239288330078,0.04677915573120117,0.5630249977111816,0.04684305191040039,0.001993417739868164
48,0.01694321632385254,0.01694321632385254,0.030521631240844727,0.0438532829284668,0.5348818302154541,0.04484963417053223,0.0019936561584472656
49,0.014950037002563477,0.018936634063720703,0.20722651481628418,0.04593181610107422,0.572472333908081,0.04584622383117676,0.001993417739868164
50,0.014950037002563477,0.015946626663208008,0.030896663665771484,0.0438532829284668,0.5471827983856201,0.04546165466308594,0.0019936561584472656
51,0.01694321632385254,0.020930051803588867,0.21150898933410645,0.04185986518859863,0.5895452499389648,0.04883575439453125,0.0019936561584472656
52,0.016855478286743164,0.017940044403076172,0.030896425247192383,0.042597055435180664,0.5101850032806396,0.04584622383117676,0.0019936561584472656
53,0.01647186279296875,0.02295851707458496,0.2172689437866211,0.0438532829284668,0.5319399833679199,0.04584646224975586,0.00299072265625
54,0.015946626663208008,0.019685983657836914,0.029900074005126953,0.042343854904174805,0.5480499267578125,0.04626822471618652,0.0029904842376708984
55,0.017937660217285156,0.023924827575683594,0.23462247848510742,0.042856693267822266,0.5595896244049072,0.052911996841430664,0.0020797252655029297
56,0.017984390258789062,0.022925615310668945,0.03188657760620117,0.04485154151916504,0.560985803604126,0.045850515365600586,0.0019884109497070312
57,0.01786065101623535,0.024991989135742188,0.22889447212219238,0.046831369400024414,0.5544383525848389,0.046919822692871094,0.001997232437133789
58,0.014956474304199219,0.023921728134155273,0.030989885330200195,0.04398488998413086,0.5640208721160889,0.04783964157104492,0.001993894577026367
59,0.020217180252075195,0.024916887283325195,0.24376988410949707,0.04359126091003418,0.53037428855896,0.04783987998962402,0.0029909610748291016
60,0.018935441970825195,0.024916648864746094,0.030896663665771484,0.04598808288574219,0.49151062965393066,0.04676532745361328,0.0019931793212890625
61,0.01629018783569336,0.0249173641204834,0.24796342849731445,0.045815229415893555,0.5420293807983398,0.04667043685913086,0.001993417739868164
62,0.01594686508178711,0.025040388107299805,0.030905723571777344,0.04411125183105469,0.5312304496765137,0.047920942306518555,0.002984762191772461
63,0.015950441360473633,0.02491283416748047,0.2496962547302246,0.04297518730163574,0.480696439743042,0.04527711868286133,0.0029904842376708984
64,0.013036489486694336,0.023918628692626953,0.03051614761352539,0.04393124580383301,0.5233814716339111,0.04584670066833496,0.0029904842376708984
65,0.014949798583984375,0.02591729164123535,0.24431610107421875,0.04497122764587402,0.528857946395874,0.04645562171936035,0.001993417739868164
66,0.010963201522827148,0.023916006088256836,0.030908823013305664,0.04285120964050293,0.5115442276000977,0.04584550857543945,0.002989053726196289
67,0.010961055755615234,0.02393507957458496,0.24562382698059082,0.04485154151916504,0.5287132263183594,0.046848297119140625,0.0029866695404052734
68,0.015865087509155273,0.0219266414642334,0.030896663665771484,0.04485011100769043,0.5370433330535889,0.04584693908691406,0.0029900074005126953
69,0.017940044403076172,0.023206472396850586,0.2476809024810791,0.04399895668029785,0.5109257698059082,0.04584646224975586,0.002990245819091797
70,0.01594686508178711,0.024916648864746094,0.030896663665771484,0.04426264762878418,0.5034627914428711,0.04484963417053223,0.0029904842376708984
71,0.01594686508178711,0.024916648864746094,0.243682861328125,0.04310488700866699,0.5298199653625488,0.046148061752319336,0.001996755599975586
72,0.016059398651123047,0.024916648864746094,0.030896663665771484,0.04584646224975586,0.47585487365722656,0.04484987258911133,0.0029904842376708984
73,0.021530628204345703,0.02391958236694336,0.2521390914916992,0.04204535484313965,0.4666554927825928,0.04684162139892578,0.002988576889038086
74,0.015073776245117188,0.022919893264770508,0.030465126037597656,0.04385805130004883,0.48515820503234863,0.04837679862976074,0.00299072265625
75,0.017940759658813477,0.024916887283325195,0.26360011100769043,0.044858694076538086,0.5446100234985352,0.049833059310913086,0.0029904842376708984
76,0.014948606491088867,0.028903484344482422,0.032373905181884766,0.04737353324890137,0.5050311088562012,0.04585528373718262,0.002989053726196289
77,0.014871358871459961,0.022120237350463867,0.2469015121459961,0.042856693267822266,0.5056843757629395,0.04584622383117676,0.0029876232147216797
78,0.014952659606933594,0.023071765899658203,0.03101801872253418,0.04485321044921875,0.5247352123260498,0.045853614807128906,0.0029942989349365234
79,0.01795363426208496,0.023907184600830078,0.2431936264038086,0.04484987258911133,0.5182826519012451,0.04684591293334961,0.002987384796142578
80,0.016786575317382812,0.02591562271118164,0.029901742935180664,0.04186701774597168,0.5194981098175049,0.04784083366394043,0.0029883384704589844
81,0.014951467514038086,0.024915218353271484,0.24318456649780273,0.045845985412597656,0.496748685836792,0.04584360122680664,0.0029947757720947266
82,0.013950109481811523,0.0249178409576416,0.03089451789855957,0.04385495185852051,0.5130410194396973,0.04570484161376953,0.0029959678649902344
83,0.01495981216430664,0.029895782470703125,0.2635078430175781,0.048422813415527344,0.5901122093200684,0.04983830451965332,0.0029900074005126953
84,0.018942594528198242,0.03188943862915039,0.030890703201293945,0.04169058799743652,0.5428719520568848,0.04584503173828125,0.003990650177001953
85,0.01697540283203125,0.03125619888305664,0.24451994895935059,0.04285430908203125,0.49829745292663574,0.046839237213134766,0.002990245819091797
86,0.013952016830444336,0.027912378311157227,0.029897212982177734,0.043854475021362305,0.521759033203125,0.04584813117980957,0.003991365432739258
87,0.015244483947753906,0.027100324630737305,0.2520115375518799,0.04285001754760742,0.5102880001068115,0.044849395751953125,0.0029952526092529297
88,0.013963460922241211,0.026273012161254883,0.030886411666870117,0.042821645736694336,0.5315825939178467,0.04485034942626953,0.003988981246948242
89,0.013954877853393555,0.02691364288330078,0.2370755672454834,0.04501843452453613,0.49750661849975586,0.04484868049621582,0.0029892921447753906
90,0.015863418579101562,0.02621626853942871,0.02989959716796875,0.04485034942626953,0.4999678134918213,0.04584836959838867,0.003984928131103516
91,0.017940044403076172,0.025909900665283203,0.24711060523986816,0.04277348518371582,0.539719820022583,0.04505014419555664,0.003981590270996094
92,0.014942407608032227,0.025919437408447266,0.0318906307220459,0.04584240913391113,0.5303235054016113,0.04485321044921875,0.002992391586303711
93,0.013840675354003906,0.02292323112487793,0.2456820011138916,0.043853759765625,0.5668191909790039,0.048827171325683594,0.002991199493408203
94,0.016948223114013672,0.025913000106811523,0.03189396858215332,0.04485321044921875,0.5427455902099609,0.04584646224975586,0.002990245819091797
