,GCUW,DWM,Batch_I,ARF,AEE,LeverBagg,OzaBagg,SRP,oBoost
1,0.9563265306122449,0.9171428571428571,0.963265306122449,0.9812244897959184,0.9175510204081633,0.9865306122448979,0.9889795918367347,0.990204081632653,0.8310204081632653
2,0.9477551020408164,0.9191836734693878,0.9706122448979592,0.9910204081632653,0.92,0.9795918367346939,0.9885714285714285,0.9889795918367347,0.9195918367346939
3,0.9587755102040816,0.9244897959183673,0.9685714285714285,0.996734693877551,0.9244897959183673,0.9734693877551021,0.9934693877551021,0.9959183673469387,0.923265306122449
4,0.9697959183673469,0.9289795918367347,0.9718367346938775,0.9951020408163266,0.9285714285714286,0.9804081632653061,0.9889795918367347,0.9914285714285714,0.8151020408163265
5,0.9746938775510204,0.9228571428571428,0.9653061224489796,0.9983673469387755,0.9208163265306123,0.9795918367346939,0.9889795918367347,0.9893877551020408,0.8395918367346938
6,0.9751020408163266,0.9187755102040817,0.9657142857142857,0.9971428571428571,0.9187755102040817,0.9681632653061224,0.9934693877551021,0.9934693877551021,0.86
7,0.9787755102040816,0.9228571428571428,0.9673469387755103,0.9983673469387755,0.9224489795918367,0.9771428571428571,0.9910204081632653,0.9946938775510205,0.9477551020408164
8,0.9771428571428571,0.9216326530612244,0.9657142857142857,0.9975510204081632,0.9224489795918367,0.9677551020408163,0.990204081632653,0.9910204081632653,0.7951020408163265
9,0.9734693877551021,0.9257142857142857,0.9673469387755103,0.9983673469387755,0.9253061224489796,0.9734693877551021,0.9942857142857143,0.9934693877551021,0.9008163265306123
10,0.9755102040816327,0.9302040816326531,0.9718367346938775,0.9979591836734694,0.9293877551020409,0.9791836734693877,0.9910204081632653,0.9926530612244898,0.9020408163265307
11,0.9771428571428571,0.9310204081632653,0.9657142857142857,0.996734693877551,0.9273469387755102,0.9718367346938775,0.9885714285714285,0.9848979591836735,0.8338775510204082
12,0.9808163265306122,0.9277551020408163,0.9640816326530612,0.9983673469387755,0.9277551020408163,0.9791836734693877,0.9922448979591837,0.9910204081632653,0.7930612244897959
13,0.9775510204081632,0.929795918367347,0.9677551020408163,0.9987755102040816,0.9236734693877551,0.9697959183673469,0.9861224489795918,0.9889795918367347,0.8306122448979592
14,0.9844897959183674,0.929795918367347,0.9661224489795919,0.9987755102040816,0.929795918367347,0.9567346938775511,0.993061224489796,0.9922448979591837,0.9583673469387755
15,0.9812244897959184,0.9220408163265306,0.9669387755102041,0.9983673469387755,0.9224489795918367,0.9726530612244898,0.9861224489795918,0.9893877551020408,0.9155102040816326
16,0.976326530612245,0.9261224489795918,0.9644897959183674,0.9979591836734694,0.9253061224489796,0.9795918367346939,0.9938775510204082,0.9951020408163266,0.8220408163265306
17,0.9824489795918367,0.923265306122449,0.9608163265306122,0.9979591836734694,0.9228571428571428,0.9697959183673469,0.9910204081632653,0.993061224489796,0.8175510204081633
18,0.9795918367346939,0.926530612244898,0.9648979591836735,0.9991836734693877,0.9269387755102041,0.9820408163265306,0.9926530612244898,0.9942857142857143,0.8424489795918367
19,0.9804081632653061,0.9302040816326531,0.9669387755102041,0.9983673469387755,0.9322448979591836,0.9734693877551021,0.9922448979591837,0.9946938775510205,0.9146938775510204
20,0.9840816326530613,0.923265306122449,0.9669387755102041,0.9991836734693877,0.9191836734693878,0.9738775510204082,0.9942857142857143,0.9959183673469387,0.7922448979591836
21,0.9840816326530613,0.9322448979591836,0.9718367346938775,0.9983673469387755,0.9326530612244898,0.9812244897959184,0.9942857142857143,0.9955102040816326,0.9330612244897959
22,0.9873469387755102,0.9253061224489796,0.9673469387755103,0.9987755102040816,0.9220408163265306,0.9828571428571429,0.993061224489796,0.9963265306122449,0.9273469387755102
23,0.9873469387755102,0.92,0.963265306122449,0.996734693877551,0.9183673469387755,0.970204081632653,0.9918367346938776,0.9918367346938776,0.9122448979591836
24,0.9836734693877551,0.9285714285714286,0.9653061224489796,0.9987755102040816,0.9269387755102041,0.9787755102040816,0.9914285714285714,0.9881632653061224,0.7906122448979592
25,0.9853061224489796,0.9142857142857143,0.9555102040816327,0.9995918367346939,0.9114285714285715,0.9857142857142858,0.990204081632653,0.9959183673469387,0.846530612244898
26,0.9865306122448979,0.9195918367346939,0.9677551020408163,0.9987755102040816,0.9187755102040817,0.9893877551020408,0.9951020408163266,0.9959183673469387,0.813469387755102
27,0.983265306122449,0.9195918367346939,0.9681632653061224,0.9987755102040816,0.9155102040816326,0.9791836734693877,0.9893877551020408,0.9897959183673469,0.8918367346938776
28,0.9853061224489796,0.9244897959183673,0.9644897959183674,0.9983673469387755,0.9212244897959184,0.9714285714285714,0.9914285714285714,0.993061224489796,0.8310204081632653
29,0.9804081632653061,0.9216326530612244,0.9636734693877551,1.0,0.9183673469387755,0.9812244897959184,0.9897959183673469,0.9963265306122449,0.9077551020408163
