,GCUW,DWM,Batch_I,ARF,AEE,LeverBagg,OzaBagg,SRP,oBoost
1,1.0,0.9893877551020408,0.9983673469387755,1.0,0.9893877551020408,1.0,0.9991836734693877,1.0,0.9816326530612245
2,0.9987755102040816,0.990204081632653,1.0,1.0,0.990204081632653,0.9971428571428571,0.9995918367346939,0.9991836734693877,0.9653061224489796
3,1.0,0.9951020408163266,1.0,1.0,0.9951020408163266,0.9963265306122449,0.9995918367346939,0.9995918367346939,0.8
4,1.0,0.990204081632653,1.0,1.0,0.990204081632653,0.9987755102040816,0.9987755102040816,0.9987755102040816,0.8869387755102041
5,1.0,0.9918367346938776,1.0,1.0,0.9918367346938776,0.9942857142857143,0.9995918367346939,1.0,0.8244897959183674
6,1.0,0.9979591836734694,0.9995918367346939,1.0,0.9979591836734694,0.9983673469387755,0.9987755102040816,0.9979591836734694,0.9938775510204082
7,1.0,0.9938775510204082,1.0,1.0,0.9938775510204082,0.9983673469387755,1.0,1.0,0.9934693877551021
8,1.0,0.9942857142857143,0.9995918367346939,1.0,0.9946938775510205,0.9979591836734694,1.0,1.0,0.893061224489796
9,1.0,0.9918367346938776,0.9995918367346939,1.0,0.9918367346938776,0.9889795918367347,0.9991836734693877,0.9995918367346939,0.953469387755102
10,1.0,0.9946938775510205,1.0,1.0,0.9946938775510205,0.9975510204081632,0.9991836734693877,0.9991836734693877,0.8959183673469387
11,1.0,0.9889795918367347,1.0,1.0,0.9897959183673469,0.9946938775510205,0.9979591836734694,0.9979591836734694,0.8371428571428572
12,1.0,0.9906122448979592,1.0,1.0,0.9914285714285714,1.0,1.0,1.0,0.9261224489795918
13,1.0,0.990204081632653,1.0,1.0,0.990204081632653,0.9995918367346939,1.0,0.9987755102040816,0.8093877551020409
14,1.0,0.9889795918367347,0.9995918367346939,1.0,0.9897959183673469,0.9987755102040816,1.0,0.9995918367346939,0.8946938775510204
15,1.0,0.990204081632653,1.0,1.0,0.990204081632653,0.9955102040816326,1.0,1.0,0.9567346938775511
16,1.0,0.9918367346938776,1.0,1.0,0.9918367346938776,0.9946938775510205,1.0,1.0,0.8261224489795919
17,1.0,0.9910204081632653,1.0,1.0,0.9910204081632653,1.0,0.9995918367346939,0.9983673469387755,0.9171428571428571
18,1.0,0.9910204081632653,1.0,1.0,0.9893877551020408,0.9983673469387755,0.9991836734693877,0.9987755102040816,0.8751020408163265
19,1.0,0.9926530612244898,1.0,1.0,0.9922448979591837,0.9942857142857143,0.9991836734693877,1.0,0.9195918367346939
20,0.9995918367346939,0.993061224489796,0.9995918367346939,1.0,0.993061224489796,0.9926530612244898,0.9995918367346939,0.9975510204081632,0.9848979591836735
21,1.0,0.9938775510204082,1.0,1.0,0.993061224489796,0.996734693877551,0.9979591836734694,0.9979591836734694,0.9889795918367347
22,1.0,0.9893877551020408,0.9995918367346939,1.0,0.9889795918367347,0.9995918367346939,0.9995918367346939,0.9995918367346939,0.9453061224489796
23,1.0,0.9906122448979592,0.9995918367346939,1.0,0.9889795918367347,1.0,0.9995918367346939,1.0,0.9510204081632653
24,0.9995918367346939,0.993061224489796,0.9995918367346939,0.9995918367346939,0.993061224489796,0.9971428571428571,0.9983673469387755,0.9995918367346939,0.9322448979591836
25,1.0,0.9897959183673469,0.9995918367346939,1.0,0.9889795918367347,0.9995918367346939,0.9995918367346939,0.9995918367346939,0.8391836734693877
26,1.0,0.9893877551020408,1.0,1.0,0.9893877551020408,0.9975510204081632,1.0,1.0,0.8853061224489795
27,1.0,0.9938775510204082,1.0,1.0,0.9910204081632653,1.0,0.9987755102040816,0.9987755102040816,0.8481632653061224
28,1.0,0.9938775510204082,1.0,1.0,0.9918367346938776,0.9991836734693877,0.9991836734693877,1.0,0.9934693877551021
29,1.0,0.9955102040816326,1.0,1.0,0.9942857142857143,0.9979591836734694,1.0,0.9991836734693877,0.8677551020408163
30,1.0,0.9946938775510205,0.9995918367346939,1.0,0.9914285714285714,0.9938775510204082,0.9995918367346939,0.9995918367346939,0.9897959183673469
31,1.0,0.9914285714285714,1.0,1.0,0.9906122448979592,0.9951020408163266,1.0,1.0,0.9428571428571428
32,0.9995918367346939,0.9934693877551021,1.0,0.9995918367346939,0.9910204081632653,0.9983673469387755,0.9979591836734694,0.9971428571428571,0.8440816326530612
33,1.0,0.9926530612244898,1.0,1.0,0.9926530612244898,0.9983673469387755,0.9995918367346939,0.9995918367346939,0.793469387755102
34,1.0,0.9881632653061224,1.0,1.0,0.986938775510204,0.9987755102040816,0.9983673469387755,0.9983673469387755,0.8636734693877551
35,1.0,0.9918367346938776,1.0,1.0,0.9910204081632653,0.9995918367346939,1.0,0.9995918367346939,0.9722448979591837
36,0.9995918367346939,0.9914285714285714,1.0,1.0,0.9914285714285714,0.9983673469387755,0.9995918367346939,0.9983673469387755,0.8416326530612245
37,1.0,0.9910204081632653,1.0,1.0,0.9897959183673469,0.9959183673469387,0.9979591836734694,0.9979591836734694,0.990204081632653
38,1.0,0.9942857142857143,1.0,1.0,0.9926530612244898,0.9995918367346939,0.9995918367346939,0.9995918367346939,0.8763265306122449
39,1.0,0.993061224489796,1.0,1.0,0.9926530612244898,1.0,1.0,1.0,0.9848979591836735
40,0.9995918367346939,0.9926530612244898,1.0,1.0,0.9922448979591837,0.9987755102040816,0.9991836734693877,0.9991836734693877,0.8408163265306122
41,1.0,0.9926530612244898,1.0,1.0,0.9918367346938776,0.9971428571428571,1.0,0.9983673469387755,0.923265306122449
42,0.9995918367346939,0.993061224489796,1.0,1.0,0.9918367346938776,0.996734693877551,0.9991836734693877,0.9975510204081632,0.9910204081632653
43,1.0,0.9889795918367347,1.0,1.0,0.9889795918367347,0.9893877551020408,1.0,1.0,0.8685714285714285
44,1.0,0.993061224489796,1.0,1.0,0.9926530612244898,0.9991836734693877,1.0,1.0,0.9391836734693878
45,1.0,0.9914285714285714,1.0,1.0,0.9910204081632653,0.9991836734693877,1.0,0.9991836734693877,0.8391836734693877
