,DSFA,randompatch
0,1.793915033340454,7.696116924285889
1,1.8252649307250977,24.798003911972046
2,1.1566407680511475,25.079230785369873
3,1.0834615230560303,24.86966300010681
4,1.3449478149414062,25.177417039871216
5,1.2683758735656738,25.299948930740356
6,1.2426517009735107,26.3207426071167
7,1.2262535095214844,26.05634117126465
8,1.3332765102386475,25.399442195892334
9,1.1377930641174316,25.529467582702637
10,0.9777982234954834,25.16600012779236
11,1.2342607975006104,25.21762728691101
12,1.2791748046875,25.236573934555054
13,1.331941843032837,25.71114730834961
14,1.1907408237457275,26.27724575996399
15,1.215442419052124,26.01724147796631
16,1.1150829792022705,25.289729118347168
17,1.0963079929351807,25.337403535842896
18,1.193483829498291,25.968900442123413
19,1.250096321105957,25.96826171875
20,1.0720083713531494,26.234806299209595
21,1.1160600185394287,26.50452995300293
22,1.167734146118164,42.46220922470093
23,6.888503313064575,107.30690169334412
24,4.723995208740234,89.32316184043884
25,3.0515706539154053,45.77090883255005
26,1.4927330017089844,27.393630504608154
27,1.2951154708862305,24.978994369506836
28,1.158477783203125,23.453216075897217
29,1.0523204803466797,23.12563133239746
30,0.9671969413757324,22.83554983139038
31,1.352895736694336,21.890365600585938
32,0.9956378936767578,20.71951127052307
33,1.0775151252746582,21.631845951080322
34,1.0466113090515137,23.311854600906372
35,1.1423346996307373,21.506346940994263
36,1.0650150775909424,21.699597120285034
37,1.1197147369384766,21.566861152648926
38,1.4143218994140625,23.13278603553772
39,0.8187410831451416,20.640506267547607
40,1.1386785507202148,21.267691135406494
41,0.652470588684082,21.490450859069824
42,0.952592134475708,19.85223698616028
43,0.7182273864746094,18.986754179000854
44,0.7713205814361572,17.971402168273926
45,0.688683271408081,17.740833044052124
46,0.9780747890472412,16.216430187225342
47,0.706857442855835,16.528197765350342
48,0.8158214092254639,16.631012678146362
49,0.6323010921478271,16.62904381752014
50,0.5269572734832764,16.762425661087036
51,0.7388241291046143,16.615475177764893
52,0.6182217597961426,16.993521451950073
53,0.5604422092437744,16.85288095474243
54,0.6460068225860596,17.372976779937744
55,0.5470268726348877,16.847766399383545
56,0.7572414875030518,16.721784114837646
57,0.9888439178466797,19.581257104873657
58,0.7958786487579346,18.89545202255249
59,0.6907956600189209,16.838849544525146
60,0.9418678283691406,17.951284646987915
61,0.6864793300628662,18.050373554229736
62,0.4260389804840088,18.451626539230347
63,0.8588380813598633,18.973193407058716
64,0.6938991546630859,19.12631130218506
65,0.6711764335632324,18.94306254386902
66,1.0198488235473633,18.041004419326782
67,0.918865442276001,18.270203351974487
68,0.5724985599517822,18.931029081344604
69,0.8514683246612549,18.185654640197754
70,0.7594113349914551,18.76834988594055
71,0.9794728755950928,18.847097396850586
72,0.8916494846343994,18.943575143814087
73,0.7556300163269043,18.624617099761963
74,0.7138652801513672,16.187389373779297
75,0.9281728267669678,18.785459280014038
76,0.7771711349487305,18.28353762626648
77,0.9776933193206787,17.44347620010376
78,0.8044121265411377,18.390161514282227
79,0.9065711498260498,18.393543481826782
80,0.9861416816711426,18.24156665802002
81,0.7672343254089355,18.730011463165283
82,0.687598705291748,18.349339962005615
83,0.828881025314331,19.076621532440186
84,0.9558167457580566,19.138318061828613
85,1.0291128158569336,18.355505228042603
86,0.9585182666778564,18.48605442047119
87,0.8819878101348877,19.13688850402832
88,0.8835568428039551,18.375434160232544
89,0.49881434440612793,18.665592908859253
90,0.8870036602020264,17.98046064376831
91,0.8441677093505859,17.286216497421265
92,0.5589795112609863,18.02192449569702
93,0.6133661270141602,16.604726552963257
94,0.8014540672302246,18.505359411239624
95,0.9305434226989746,18.475831031799316
96,0.4418070316314697,17.624480962753296
97,0.6360282897949219,18.318114280700684
98,0.8927371501922607,18.288583993911743
99,0.863347053527832,19.1266930103302
