,GCUW,DWM,Batch_I,ARF,AEE,LeverBagg,OzaBagg,SRP,oBoost
0,1.0347988605499268,1.424015760421753,0.01899862289428711,19.459519386291504,2.0965304374694824,37.81724548339844,24.56301188468933,13.858809471130371,5780.007230520248
1,3.941392660140991,11.785706281661987,0.07778501510620117,72.8447163105011,11.36588716506958,124.98128271102905,94.460125207901,69.86724400520325,6181.398702383041
2,3.377498149871826,10.267269611358643,0.07779622077941895,67.4038896560669,10.392190217971802,111.26643323898315,82.01090741157532,61.147284269332886,30177.275868177414
3,0.9204816818237305,2.7754058837890625,0.03351163864135742,19.029295206069946,2.8199307918548584,33.27462935447693,35.85700845718384,30.076110124588013,3295.8996312618256
4,4.040146350860596,11.09843397140503,0.19107747077941895,77.64175534248352,12.412030220031738,132.3591547012329,100.52731418609619,75.6621744632721,3716.7895669937134
5,1.7936632633209229,5.319936513900757,0.07300758361816406,38.10726451873779,5.827909469604492,56.972416162490845,43.79907441139221,31.514464139938354,3032.711620092392
6,1.8051066398620605,5.541274309158325,0.0785224437713623,37.3954873085022,5.183618545532227,53.99646592140198,41.841989040374756,30.183837890625,2901.7771151065826
7,1.0927815437316895,2.860959053039551,0.05800223350524902,21.3240864276886,3.309767961502075,33.155258655548096,26.03092932701111,18.581791162490845,1844.067536354065
8,1.0340399742126465,2.997349262237549,0.07744336128234863,21.101783752441406,2.680380344390869,32.726765155792236,25.360890865325928,18.669029712677002,1811.4208421707153
9,0.9855592250823975,2.9031741619110107,0.07352018356323242,19.627583265304565,3.027144193649292,32.60526394844055,25.325365781784058,18.565974950790405,4491.561931371689
10,3.445164918899536,9.542287111282349,0.37799787521362305,71.42971110343933,10.44539475440979,113.2305235862732,88.23754858970642,64.7612841129303,4593.053337574005
11,0.9419701099395752,2.8079254627227783,0.07057380676269531,20.082998514175415,2.8051605224609375,31.976242065429688,24.710313320159912,18.314292192459106,3641.6278409957886
12,3.810195207595825,10.477443218231201,0.33150172233581543,68.14271259307861,10.175547122955322,109.45930004119873,85.56311535835266,62.45281171798706,2438.700236082077
13,1.0049488544464111,2.900141477584839,0.08562731742858887,20.957422256469727,2.9009206295013428,31.9404559135437,26.508647203445435,18.288172960281372,1901.5191416740417
14,0.9781982898712158,2.85514497756958,0.08910846710205078,20.35900616645813,2.9649994373321533,32.561176776885986,25.297152996063232,18.23664426803589,1750.3905601501465
