,GCUW,DWM,Batch_I,ARF,AEE,LeverBagg,OzaBagg,SRP,oBoost
45,0.962,0.968,0.934,0.964,0.932,0.91,0.936,0.946,0.936
46,0.946,0.96,0.902,0.976,0.892,0.914,0.94,0.95,0.94
47,0.932,0.96,0.884,0.954,0.89,0.922,0.944,0.946,0.934
48,0.924,0.952,0.874,0.954,0.868,0.926,0.948,0.944,0.928
49,0.93,0.948,0.858,0.94,0.856,0.928,0.934,0.934,0.926
50,0.91,0.956,0.812,0.94,0.802,0.928,0.95,0.95,0.944
51,0.9,0.932,0.77,0.936,0.75,0.928,0.932,0.936,0.934
52,0.884,0.962,0.764,0.944,0.778,0.93,0.946,0.946,0.938
53,0.884,0.966,0.758,0.934,0.714,0.92,0.938,0.936,0.922
54,0.888,0.984,0.73,0.972,0.686,0.962,0.964,0.96,0.952
55,0.884,0.984,0.694,0.968,0.706,0.946,0.956,0.96,0.932
56,0.87,0.972,0.686,0.964,0.684,0.932,0.948,0.952,0.924
57,0.87,0.972,0.656,0.962,0.652,0.936,0.946,0.944,0.92
58,0.886,0.97,0.682,0.95,0.692,0.904,0.92,0.922,0.898
59,0.918,0.978,0.684,0.972,0.736,0.912,0.946,0.952,0.968
60,0.904,0.972,0.738,0.964,0.762,0.94,0.952,0.942,0.904
61,0.908,0.966,0.746,0.964,0.786,0.912,0.944,0.94,0.906
62,0.908,0.956,0.712,0.95,0.762,0.894,0.918,0.91,0.948
63,0.93,0.978,0.714,0.976,0.808,0.932,0.94,0.944,0.924
64,0.916,0.964,0.754,0.95,0.836,0.908,0.914,0.918,0.882
65,0.882,0.944,0.744,0.92,0.792,0.866,0.896,0.88,0.91
66,0.914,0.94,0.73,0.928,0.796,0.858,0.896,0.896,0.808
67,0.904,0.952,0.776,0.942,0.832,0.856,0.902,0.902,0.89
68,0.888,0.944,0.792,0.946,0.83,0.844,0.894,0.884,0.91
69,0.89,0.944,0.8,0.948,0.852,0.828,0.878,0.882,0.79
70,0.89,0.946,0.824,0.946,0.846,0.842,0.86,0.886,0.902
71,0.864,0.934,0.832,0.924,0.85,0.806,0.884,0.85,0.916
72,0.86,0.92,0.828,0.928,0.852,0.822,0.838,0.862,0.712
73,0.844,0.916,0.834,0.932,0.804,0.794,0.864,0.854,0.846
74,0.826,0.892,0.862,0.916,0.82,0.792,0.85,0.824,0.528
75,0.872,0.9,0.848,0.926,0.846,0.758,0.846,0.836,0.736
76,0.834,0.916,0.856,0.926,0.828,0.794,0.848,0.868,0.538
77,0.856,0.924,0.896,0.94,0.85,0.814,0.884,0.882,0.708
78,0.862,0.894,0.894,0.934,0.836,0.792,0.88,0.882,0.814
79,0.838,0.914,0.866,0.894,0.826,0.786,0.85,0.836,0.662
80,0.82,0.88,0.912,0.878,0.836,0.772,0.854,0.86,0.788
81,0.806,0.886,0.88,0.884,0.816,0.808,0.858,0.87,0.83
82,0.812,0.858,0.88,0.846,0.81,0.83,0.874,0.866,0.752
83,0.832,0.86,0.87,0.836,0.788,0.794,0.852,0.874,0.812
84,0.804,0.854,0.872,0.848,0.782,0.822,0.89,0.882,0.828
85,0.802,0.848,0.866,0.876,0.76,0.84,0.886,0.9,0.874
86,0.792,0.856,0.842,0.892,0.766,0.83,0.894,0.928,0.874
87,0.802,0.914,0.84,0.898,0.782,0.854,0.9,0.92,0.904
88,0.82,0.94,0.872,0.926,0.782,0.92,0.928,0.94,0.916
89,0.83,0.932,0.838,0.92,0.71,0.89,0.902,0.92,0.918
90,0.87,0.946,0.836,0.914,0.712,0.906,0.918,0.91,0.904
91,0.882,0.942,0.87,0.914,0.738,0.882,0.912,0.922,0.898
92,0.852,0.932,0.866,0.916,0.756,0.9,0.93,0.924,0.912
93,0.84,0.962,0.868,0.94,0.734,0.882,0.928,0.942,0.934
94,0.86,0.926,0.832,0.938,0.694,0.884,0.922,0.936,0.932
95,0.884,0.962,0.88,0.934,0.768,0.902,0.932,0.93,0.924
96,0.878,0.946,0.876,0.92,0.75,0.908,0.916,0.914,0.908
97,0.866,0.96,0.874,0.952,0.748,0.934,0.942,0.948,0.938
98,0.884,0.952,0.856,0.946,0.758,0.914,0.94,0.942,0.938
99,0.894,0.94,0.886,0.932,0.774,0.91,0.918,0.92,0.916
